text,label
"Evaluating image matching methods for book cover identification. Humans are capable of identifying a book only by looking at its cover, but
how can computers do the same? In this paper, we explore different feature
detectors and matching methods for book cover identification, and compare their
performances in terms of both speed and accuracy. This will allow, for example,
libraries to develop interactive services based on cover book picture. Only one
single image of a cover book needs to be available through a database. Tests
have been performed by taking into account different transformations of each
book cover image. Encouraging results have been achieved.","cs.CV,cs.MM,eess.IV"
"COLOGNE: Coordinated Local Graph Neighborhood Sampling. Representation learning for graphs enables the application of standard
machine learning algorithms and data analysis tools to graph data. Replacing
discrete unordered objects such as graph nodes by real-valued vectors is at the
heart of many approaches to learning from graph data. Such vector
representations, or embeddings, capture the discrete relationships in the
original data by representing nodes as vectors in a high-dimensional space.
  In most applications graphs model the relationship between real-life objects
and often nodes contain valuable meta-information about the original objects.
While being a powerful machine learning tool, embeddings are not able to
preserve such node attributes. We address this shortcoming and consider the
problem of learning discrete node embeddings such that the coordinates of the
node vector representations are graph nodes. This opens the door to designing
interpretable machine learning algorithms for graphs as all attributes
originally present in the nodes are preserved.
  We present a framework for coordinated local graph neighborhood sampling
(COLOGNE) such that each node is represented by a fixed number of graph nodes,
together with their attributes. Individual samples are coordinated and they
preserve the similarity between node neighborhoods. We consider different
notions of similarity for which we design scalable algorithms. We show
theoretical results for all proposed algorithms. Experiments on benchmark
graphs evaluate the quality of the designed embeddings and demonstrate how the
proposed embeddings can be used in training interpretable machine learning
algorithms for graph data.","cs.AI,cs.DS,cs.LG"
"Variational Osmosis for Non-linear Image Fusion. We propose a new variational model for non-linear image fusion. Our approach
is based on the use of an osmosis energy term related to the one studied in
Vogel et al. (2013) and Weickert et al. (2013) The minimization of the proposed
non-convex energy realizes visually plausible image data fusion, invariant to
multiplicative brightness changes. On the practical side, it requires minimal
supervision and parameter tuning and can encode prior information on the
structure of the images to be fused. For the numerical solution of the proposed
model, we develop a primal-dual algorithm and we apply the resulting
minimization scheme to solve multi-modal face fusion, color transfer and
cultural heritage conservation problems. Visual and quantitative comparisons to
state-of-the-art approaches prove the out-performance and the flexibility of
our method.","35A15,62H35,65K10,94A08,cs.CV,cs.NA,math.NA"
"Direct Estimation of Appearance Models for Segmentation. Image segmentation algorithms often depend on appearance models that
characterize the distribution of pixel values in different image regions. We
describe a new approach for estimating appearance models directly from an
image, without explicit consideration of the pixels that make up each region.
Our approach is based on novel algebraic expressions that relate local image
statistics to the appearance of spatially coherent regions. We describe two
algorithms that can use the aforementioned algebraic expressions to estimate
appearance models directly from an image. The first algorithm solves a system
of linear and quadratic equations using a least squares formulation. The second
algorithm is a spectral method based on an eigenvector computation. We present
experimental results that demonstrate the proposed methods work well in
practice and lead to effective image segmentation algorithms.","62H30,62M05,65C20,68U10,cs.CV"
"Improving Compositional Generalization in Classification Tasks via Structure Annotations. Compositional generalization is the ability to generalize systematically to a
new data distribution by combining known components. Although humans seem to
have a great ability to generalize compositionally, state-of-the-art neural
models struggle to do so. In this work, we study compositional generalization
in classification tasks and present two main contributions. First, we study
ways to convert a natural language sequence-to-sequence dataset to a
classification dataset that also requires compositional generalization. Second,
we show that providing structural hints (specifically, providing parse trees
and entity links as attention masks for a Transformer model) helps
compositional generalization.","cs.CL,cs.LG"
"The Origins and Prevalence of Texture Bias in Convolutional Neural Networks. Recent work has indicated that, unlike humans, ImageNet-trained CNNs tend to
classify images by texture rather than by shape. How pervasive is this bias,
and where does it come from? We find that, when trained on datasets of images
with conflicting shape and texture, CNNs learn to classify by shape at least as
easily as by texture. What factors, then, produce the texture bias in CNNs
trained on ImageNet? Different unsupervised training objectives and different
architectures have small but significant and largely independent effects on the
level of texture bias. However, all objectives and architectures still lead to
models that make texture-based classification decisions a majority of the time,
even if shape information is decodable from their hidden representations. The
effect of data augmentation is much larger. By taking less aggressive random
crops at training time and applying simple, naturalistic augmentation (color
distortion, noise, and blur), we train models that classify ambiguous images by
shape a majority of the time, and outperform baselines on out-of-distribution
test sets. Our results indicate that apparent differences in the way humans and
ImageNet-trained CNNs process images may arise not primarily from differences
in their internal workings, but from differences in the data that they see.","cs.CV,cs.LG,q-bio.NC"
"Learning by Analogy: Reliable Supervision from Transformations for Unsupervised Optical Flow Estimation. Unsupervised learning of optical flow, which leverages the supervision from
view synthesis, has emerged as a promising alternative to supervised methods.
However, the objective of unsupervised learning is likely to be unreliable in
challenging scenes. In this work, we present a framework to use more reliable
supervision from transformations. It simply twists the general unsupervised
learning pipeline by running another forward pass with transformed data from
augmentation, along with using transformed predictions of original data as the
self-supervision signal. Besides, we further introduce a lightweight network
with multiple frames by a highly-shared flow decoder. Our method consistently
gets a leap of performance on several benchmarks with the best accuracy among
deep unsupervised methods. Also, our method achieves competitive results to
recent fully supervised methods while with much fewer parameters.",cs.CV
"Distributed Multi-agent Meta Learning for Trajectory Design in Wireless Drone Networks. In this paper, the problem of the trajectory design for a group of
energy-constrained drones operating in dynamic wireless network environments is
studied. In the considered model, a team of drone base stations (DBSs) is
dispatched to cooperatively serve clusters of ground users that have dynamic
and unpredictable uplink access demands. In this scenario, the DBSs must
cooperatively navigate in the considered area to maximize coverage of the
dynamic requests of the ground users. This trajectory design problem is posed
as an optimization framework whose goal is to find optimal trajectories that
maximize the fraction of users served by all DBSs. To find an optimal solution
for this non-convex optimization problem under unpredictable environments, a
value decomposition based reinforcement learning (VDRL) solution coupled with a
meta-training mechanism is proposed. This algorithm allows the DBSs to
dynamically learn their trajectories while generalizing their learning to
unseen environments. Analytical results show that, the proposed VD-RL algorithm
is guaranteed to converge to a local optimal solution of the non-convex
optimization problem. Simulation results show that, even without meta-training,
the proposed VD-RL algorithm can achieve a 53.2% improvement of the service
coverage and a 30.6% improvement in terms of the convergence speed, compared to
baseline multi-agent algorithms. Meanwhile, the use of meta-learning improves
the convergence speed of the VD-RL algorithm by up to 53.8% when the DBSs must
deal with a previously unseen task.","cs.LG,cs.MA,cs.RO"
"Generative chemical transformer: attention makes neural machine learn molecular geometric structures via text. Chemical formula is an artificial language that expresses molecules as text.
Neural machines that have learned chemical language can be used as a tool for
inverse molecular design. Here, we propose a neural machine that creates
molecules that meet some desired conditions based on a deep understanding of
chemical language (generative chemical Transformer, GCT). Attention-mechanism
in GCT allows a deeper understanding of molecular structures, beyond the
limitations of chemical language itself that cause semantic discontinuity, by
paying attention to characters sparsely. We investigate the significance of
language models to inverse molecular design problems by quantitatively
evaluating the quality of generated molecules. GCT generates highly realistic
chemical strings that satisfy both a chemical rule and grammars of a language.
Molecules parsed from generated strings simultaneously satisfy the multiple
target properties and are various for a single condition set. GCT generates de
novo molecules, and this is done in a short time that human experts cannot.
These advances will contribute to improving the quality of human life by
accelerating the process of desired material discovery.","cs.LG,physics.chem-ph"
"Particle methods enable fast and simple approximation of Sobolev gradients in image segmentation. Bio-image analysis is challenging due to inhomogeneous intensity
distributions and high levels of noise in the images. Bayesian inference
provides a principled way for regularizing the problem using prior knowledge. A
fundamental choice is how one measures ""distances"" between shapes in an image.
It has been shown that the straightforward geometric L2 distance is degenerate
and leads to pathological situations. This is avoided when using Sobolev
gradients, rendering the segmentation problem less ill-posed. The high
computational cost and implementation overhead of Sobolev gradients, however,
have hampered practical applications. We show how particle methods as applied
to image segmentation allow for a simple and computationally efficient
implementation of Sobolev gradients. We show that the evaluation of Sobolev
gradients amounts to particle-particle interactions along the contour in an
image. We extend an existing particle-based segmentation algorithm to using
Sobolev gradients. Using synthetic and real-world images, we benchmark the
results for both 2D and 3D images using piecewise smooth and piecewise constant
region models. The present particle approximation of Sobolev gradients is 2.8
to 10 times faster than the previous reference implementation, but retains the
known favorable properties of Sobolev gradients. This speedup is achieved by
using local particle-particle interactions instead of solving a global Poisson
equation at each iteration. The computational time per iteration is higher for
Sobolev gradients than for L2 gradients. Since Sobolev gradients precondition
the optimization problem, however, a smaller number of overall iterations may
be necessary for the algorithm to converge, which can in some cases amortize
the higher per-iteration cost.","cs.CE,cs.CV,cs.NA,q-bio.QM"
"Neural Dynamic Mode Decomposition for End-to-End Modeling of Nonlinear Dynamics. Koopman spectral analysis has attracted attention for understanding nonlinear
dynamical systems by which we can analyze nonlinear dynamics with a linear
regime by lifting observations using a nonlinear function. For analysis, we
need to find an appropriate lift function. Although several methods have been
proposed for estimating a lift function based on neural networks, the existing
methods train neural networks without spectral analysis. In this paper, we
propose neural dynamic mode decomposition, in which neural networks are trained
such that the forecast error is minimized when the dynamics is modeled based on
spectral decomposition in the lifted space. With our proposed method, the
forecast error is backpropagated through the neural networks and the spectral
decomposition, enabling end-to-end learning of Koopman spectral analysis. When
information is available on the frequencies or the growth rates of the
dynamics, the proposed method can exploit it as regularizers for training. We
also propose an extension of our approach when observations are influenced by
exogenous control time-series. Our experiments demonstrate the effectiveness of
our proposed method in terms of eigenvalue estimation and forecast performance.","cs.LG,math.DS,stat.ML"
"A COLD Approach to Generating Optimal Samples. Optimising discrete data for a desired characteristic using gradient-based
methods involves projecting the data into a continuous latent space and
carrying out optimisation in this space. Carrying out global optimisation is
difficult as optimisers are likely to follow gradients into regions of the
latent space that the model has not been exposed to during training; samples
generated from these regions are likely to be too dissimilar to the training
data to be useful. We propose Constrained Optimisation with Latent
Distributions (COLD), a constrained global optimisation procedure to find
samples with high values of a desired property that are similar to yet distinct
from the training data. We find that on MNIST, our procedure yields optima for
each of three different objectives, and that enforcing tighter constraints
improves the quality and increases the diversity of the generated images. On
the ChEMBL molecular dataset, our method generates a diverse set of new
molecules with drug-likeness scores similar to those of the highest-scoring
molecules in the training data. We also demonstrate a computationally efficient
way to approximate the constraint when evaluating it exactly is computationally
expensive.","cs.LG,q-bio.BM,q-bio.QM,stat.ML"
"AvatarMe: Realistically Renderable 3D Facial Reconstruction ""in-the-wild"". Over the last years, with the advent of Generative Adversarial Networks
(GANs), many face analysis tasks have accomplished astounding performance, with
applications including, but not limited to, face generation and 3D face
reconstruction from a single ""in-the-wild"" image. Nevertheless, to the best of
our knowledge, there is no method which can produce high-resolution
photorealistic 3D faces from ""in-the-wild"" images and this can be attributed to
the: (a) scarcity of available data for training, and (b) lack of robust
methodologies that can successfully be applied on very high-resolution data. In
this paper, we introduce AvatarMe, the first method that is able to reconstruct
photorealistic 3D faces from a single ""in-the-wild"" image with an increasing
level of detail. To achieve this, we capture a large dataset of facial shape
and reflectance and build on a state-of-the-art 3D texture and shape
reconstruction method and successively refine its results, while generating the
per-pixel diffuse and specular components that are required for realistic
rendering. As we demonstrate in a series of qualitative and quantitative
experiments, AvatarMe outperforms the existing arts by a significant margin and
reconstructs authentic, 4K by 6K-resolution 3D faces from a single
low-resolution image that, for the first time, bridges the uncanny valley.","I.2.10; I.3.7; I.4.1,cs.CV,cs.GR"
"Align, then memorise: the dynamics of learning with feedback alignment. Direct Feedback Alignment (DFA) is emerging as an efficient and biologically
plausible alternative to the ubiquitous backpropagation algorithm for training
deep neural networks. Despite relying on random feedback weights for the
backward pass, DFA successfully trains state-of-the-art models such as
Transformers. On the other hand, it notoriously fails to train convolutional
networks. An understanding of the inner workings of DFA to explain these
diverging results remains elusive. Here, we propose a theory for the success of
DFA. We first show that learning in shallow networks proceeds in two steps: an
alignment phase, where the model adapts its weights to align the approximate
gradient with the true gradient of the loss function, is followed by a
memorisation phase, where the model focuses on fitting the data. This two-step
process has a degeneracy breaking effect: out of all the low-loss solutions in
the landscape, a network trained with DFA naturally converges to the solution
which maximises gradient alignment. We also identify a key quantity underlying
alignment in deep linear networks: the conditioning of the alignment matrices.
The latter enables a detailed understanding of the impact of data structure on
alignment, and suggests a simple explanation for the well-known failure of DFA
to train convolutional neural networks. Numerical experiments on MNIST and
CIFAR10 clearly demonstrate degeneracy breaking in deep non-linear networks and
show that the align-then-memorise process occurs sequentially from the bottom
layers of the network to the top.","cond-mat.dis-nn,cs.LG,cs.NE,stat.ML"
"NFFT meets Krylov methods: Fast matrix-vector products for the graph Laplacian of fully connected networks. The graph Laplacian is a standard tool in data science, machine learning, and
image processing. The corresponding matrix inherits the complex structure of
the underlying network and is in certain applications densely populated. This
makes computations, in particular matrix-vector products, with the graph
Laplacian a hard task. A typical application is the computation of a number of
its eigenvalues and eigenvectors. Standard methods become infeasible as the
number of nodes in the graph is too large. We propose the use of the fast
summation based on the nonequispaced fast Fourier transform (NFFT) to perform
the dense matrix-vector product with the graph Laplacian fast without ever
forming the whole matrix. The enormous flexibility of the NFFT algorithm allows
us to embed the accelerated multiplication into Lanczos-based eigenvalues
routines or iterative linear system solvers and even consider other than the
standard Gaussian kernels. We illustrate the feasibility of our approach on a
number of test problems from image segmentation to semi-supervised learning
based on graph-based PDEs. In particular, we compare our approach with the
Nystr\""om method. Moreover, we present and test an enhanced, hybrid version of
the Nystr\""om method, which internally uses the NFFT.","05C50,62H30,65F15,65T50,68R10,68T05,cs.LG,math.NA,stat.ML"
"GNisi: A graph network for reconstructing Ising models from multivariate binarized data. Ising models are a simple generative approach to describing interacting
binary variables. They have proven useful in a number of biological settings
because they enable one to represent observed many-body correlations as the
separable consequence of many direct, pairwise statistical interactions. The
inference of Ising models from data can be computationally very challenging and
often one must be satisfied with numerical approximations or limited precision.
In this paper we present a novel method for the determination of Ising
parameters from data, called GNisi, which uses a Graph Neural network trained
on known Ising models in order to construct the parameters for unseen data. We
show that GNisi is more accurate than the existing state of the art software,
and we illustrate our method by applying GNisi to gene expression data.","cs.LG,physics.comp-ph"
"Statistical and Computational Guarantees for the Baum-Welch Algorithm. The Hidden Markov Model (HMM) is one of the mainstays of statistical modeling
of discrete time series, with applications including speech recognition,
computational biology, computer vision and econometrics. Estimating an HMM from
its observation process is often addressed via the Baum-Welch algorithm, which
is known to be susceptible to local optima. In this paper, we first give a
general characterization of the basin of attraction associated with any global
optimum of the population likelihood. By exploiting this characterization, we
provide non-asymptotic finite sample guarantees on the Baum-Welch updates,
guaranteeing geometric convergence to a small ball of radius on the order of
the minimax rate around a global optimum. As a concrete example, we prove a
linear rate of convergence for a hidden Markov mixture of two isotropic
Gaussians given a suitable mean separation and an initialization within a ball
of large radius around (one of) the true parameters. To our knowledge, these
are the first rigorous local convergence guarantees to global optima for the
Baum-Welch algorithm in a setting where the likelihood function is nonconvex.
We complement our theoretical results with thorough numerical simulations
studying the convergence of the Baum-Welch algorithm and illustrating the
accuracy of our predictions.","cs.IT,math.IT,math.ST,stat.ML,stat.TH"
"TensorNetwork for Machine Learning. We demonstrate the use of tensor networks for image classification with the
TensorNetwork open source library. We explain in detail the encoding of image
data into a matrix product state form, and describe how to contract the network
in a way that is parallelizable and well-suited to automatic gradients for
optimization. Applying the technique to the MNIST and Fashion-MNIST datasets we
find out-of-the-box performance of 98% and 88% accuracy, respectively, using
the same tensor network architecture. The TensorNetwork library allows us to
seamlessly move from CPU to GPU hardware, and we see a factor of more than 10
improvement in computational speed using a GPU.","cond-mat.str-el,cs.CV,cs.LG,physics.comp-ph,stat.ML"
"A survey of Monte Carlo methods for noisy and costly densities with application to reinforcement learning. This survey gives an overview of Monte Carlo methodologies using surrogate
models, for dealing with densities which are intractable, costly, and/or noisy.
This type of problem can be found in numerous real-world scenarios, including
stochastic optimization and reinforcement learning, where each evaluation of a
density function may incur some computationally-expensive or even physical
(real-world activity) cost, likely to give different results each time. The
surrogate model does not incur this cost, but there are important trade-offs
and considerations involved in the choice and design of such methodologies. We
classify the different methodologies into three main classes and describe
specific instances of algorithms under a unified notation. A modular scheme
which encompasses the considered methods is also presented. A range of
application scenarios is discussed, with special attention to the
likelihood-free setting and reinforcement learning. Several numerical
comparisons are also provided.","cs.LG,stat.CO,stat.ML"
"Does Dataset Complexity Matters for Model Explainers?. Strategies based on Explainable Artificial Intelligence - XAI have emerged in
computing to promote a better understanding of predictions made by black box
models. Most XAI-based tools used today explain these types of models,
generating attribute rankings aimed at explaining the same, that is, the
analysis of Attribute Importance. There is no consensus on which XAI tool
generates a general rank of explainability, for this reason, several proposals
for tools have emerged (Ciu, Dalex, Eli5, Lofo, Shap and Skater). Here, we
present an experimental benchmark of explainable AI techniques capable of
producing model-agnostic global explainability ranks based on tabular data
related to different problems. Seeking to answer questions such as ""Are the
explanations generated by the different tools the same, similar or different?""
and ""How does data complexity play along model explainability?"". The results
from the construction of 82 computational models and 592 ranks give us some
light on the other side of the problem of explainability: dataset complexity!","I.2.6,cs.AI,cs.LG"
"Simultaneous Corn and Soybean Yield Prediction from Remote Sensing Data Using Deep Transfer Learning. Large-scale crop yield estimation is, in part, made possible due to the
availability of remote sensing data allowing for the continuous monitoring of
crops throughout their growth cycle. Having this information allows
stakeholders the ability to make real-time decisions to maximize yield
potential. Although various models exist that predict yield from remote sensing
data, there currently does not exist an approach that can estimate yield for
multiple crops simultaneously, and thus leads to more accurate predictions. A
model that predicts the yield of multiple crops and concurrently considers the
interaction between multiple crop yields. We propose a new convolutional neural
network model called YieldNet which utilizes a novel deep learning framework
that uses transfer learning between corn and soybean yield predictions by
sharing the weights of the backbone feature extractor. Additionally, to
consider the multi-target response variable, we propose a new loss function. We
conduct our experiment using data from 1,132 counties for corn and 1,076
counties for soybean across the United States. Numerical results demonstrate
that our proposed method accurately predicts corn and soybean yield from one to
four months before the harvest with a MAE being 8.74% and 8.70% of the average
yield, respectively, and is competitive to other state-of-the-art approaches.","cs.CV,cs.LG,eess.IV,q-bio.QM,stat.AP"
"Transfer Learning as an Enhancement for Reconfiguration Management of Cyber-Physical Production Systems. Reconfiguration demand is increasing due to frequent requirement changes for
manufacturing systems. Recent approaches aim at investigating feasible
configuration alternatives from which they select the optimal one. This relies
on processes whose behavior is not reliant on e.g. the production sequence.
However, when machine learning is used, components' behavior depends on the
process' specifics, requiring additional concepts to successfully conduct
reconfiguration management. Therefore, we propose the enhancement of the
comprehensive reconfiguration management with transfer learning. This provides
the ability to assess the machine learning dependent behavior of the different
CPPS configurations with reduced effort and further assists the recommissioning
of the chosen one. A real cyber-physical production system from the discrete
manufacturing domain is utilized to demonstrate the aforementioned proposal.","cs.AI,cs.LG,cs.SE,cs.SY,eess.SY"
"Interaction Matters: A Note on Non-asymptotic Local Convergence of Generative Adversarial Networks. Motivated by the pursuit of a systematic computational and algorithmic
understanding of Generative Adversarial Networks (GANs), we present a simple
yet unified non-asymptotic local convergence theory for smooth two-player
games, which subsumes several discrete-time gradient-based saddle point
dynamics. The analysis reveals the surprising nature of the off-diagonal
interaction term as both a blessing and a curse. On the one hand, this
interaction term explains the origin of the slow-down effect in the convergence
of Simultaneous Gradient Ascent (SGA) to stable Nash equilibria. On the other
hand, for the unstable equilibria, exponential convergence can be proved thanks
to the interaction term, for four modified dynamics proposed to stabilize GAN
training: Optimistic Mirror Descent (OMD), Consensus Optimization (CO),
Implicit Updates (IU) and Predictive Method (PM). The analysis uncovers the
intimate connections among these stabilizing techniques, and provides detailed
characterization on the choice of learning rate. As a by-product, we present a
new analysis for OMD proposed in Daskalakis, Ilyas, Syrgkanis, and Zeng [2017]
with improved rates.","cs.GT,cs.LG,stat.ML"
"Learning credit assignment. Deep learning has achieved impressive prediction accuracies in a variety of
scientific and industrial domains. However, the nested non-linear feature of
deep learning makes the learning highly non-transparent, i.e., it is still
unknown how the learning coordinates a huge number of parameters to achieve a
decision making. To explain this hierarchical credit assignment, we propose a
mean-field learning model by assuming that an ensemble of sub-networks, rather
than a single network, are trained for a classification task. Surprisingly, our
model reveals that apart from some deterministic synaptic weights connecting
two neurons at neighboring layers, there exist a large number of connections
that can be absent, and other connections can allow for a broad distribution of
their weight values. Therefore, synaptic connections can be classified into
three categories: very important ones, unimportant ones, and those of
variability that may partially encode nuisance factors. Therefore, our model
learns the credit assignment leading to the decision, and predicts an ensemble
of sub-networks that can accomplish the same task, thereby providing insights
toward understanding the macroscopic behavior of deep learning through the lens
of distinct roles of synaptic weights.","cond-mat.dis-nn,cond-mat.stat-mech,cs.LG,q-bio.NC,stat.ML"
"Learning Deep Visual Object Models From Noisy Web Data: How to Make it Work. Deep networks thrive when trained on large scale data collections. This has
given ImageNet a central role in the development of deep architectures for
visual object classification. However, ImageNet was created during a specific
period in time, and as such it is prone to aging, as well as dataset bias
issues. Moving beyond fixed training datasets will lead to more robust visual
systems, especially when deployed on robots in new environments which must
train on the objects they encounter there. To make this possible, it is
important to break free from the need for manual annotators. Recent work has
begun to investigate how to use the massive amount of images available on the
Web in place of manual image annotations. We contribute to this research thread
with two findings: (1) a study correlating a given level of noisily labels to
the expected drop in accuracy, for two deep architectures, on two different
types of noise, that clearly identifies GoogLeNet as a suitable architecture
for learning from Web data; (2) a recipe for the creation of Web datasets with
minimal noise and maximum visual variability, based on a visual and natural
language processing concept expansion strategy. By combining these two results,
we obtain a method for learning powerful deep object models automatically from
the Web. We confirm the effectiveness of our approach through object
categorization experiments using our Web-derived version of ImageNet on a
popular robot vision benchmark database, and on a lifelong object discovery
task on a mobile robot.","cs.CV,cs.DB,cs.LG,cs.RO"
"Algorithm to Compilation Co-design: An Integrated View of Neural Network Sparsity. Reducing computation cost, inference latency, and memory footprint of neural
networks are frequently cited as research motivations for pruning and sparsity.
However, operationalizing those benefits and understanding the end-to-end
effect of algorithm design and regularization on the runtime execution is not
often examined in depth.
  Here we apply structured and unstructured pruning to attention weights of
transformer blocks of the BERT language model, while also expanding block
sparse representation (BSR) operations in the TVM compiler. Integration of BSR
operations enables the TVM runtime execution to leverage structured pattern
sparsity induced by model regularization.
  This integrated view of pruning algorithms enables us to study relationships
between modeling decisions and their direct impact on sparsity-enhanced
execution. Our main findings are: 1) we validate that performance benefits of
structured sparsity block regularization must be enabled by the BSR
augmentations to TVM, with 4x speedup relative to vanilla PyTorch and 2.2x
speedup relative to standard TVM compilation (without expanded BSR support). 2)
for BERT attention weights, the end-to-end optimal block sparsity shape in this
CPU inference context is not a square block (as in \cite{gray2017gpu}) but
rather a linear 32x1 block 3) the relationship between performance and block
size / shape is is suggestive of how model regularization parameters interact
with task scheduler optimizations resulting in the observed end-to-end
performance.","cs.AI,cs.CL,cs.LG,cs.SY,eess.SY"
"Bio-Inspired Audio-Visual Cues Integration for Visual Attention Prediction. Visual Attention Prediction (VAP) methods simulates the human selective
attention mechanism to perceive the scene, which is significant and imperative
in many vision tasks. Most existing methods only consider visual cues, while
neglect the accompanied audio information, which can provide complementary
information for the scene understanding. In fact, there exists a strong
relation between auditory and visual cues, and humans generally perceive the
surrounding scene by simultaneously sensing these cues. Motivated by this, a
bio-inspired audio-visual cues integration method is proposed for the VAP task,
which explores the audio modality to better predict the visual attention map by
assisting vision modality. The proposed method consists of three parts: 1)
audio-visual encoding, 2) audio-visual location, and 3) multi-cues aggregation
parts. Firstly, a refined SoundNet architecture is adopted to encode audio
modality for obtaining corresponding features, and a modified 3D ResNet-50
architecture is employed to learn visual features, containing both spatial
location and temporal motion information. Secondly, an audio-visual location
part is devised to locate the sound source in the visual scene by learning the
correspondence between audio-visual information. Thirdly, a multi-cues
aggregation part is devised to adaptively aggregate audio-visual information
and center-bias prior to generate the final visual attention map. Extensive
experiments are conducted on six challenging audiovisual eye-tracking datasets,
including DIEM, AVAD, Coutrot1, Coutrot2, SumMe, and ETMD, which shows
significant superiority over state-of-the-art visual attention models.","cs.CV,cs.MM"
"Gaussian process modelling of multiple short time series. We present techniques for effective Gaussian process (GP) modelling of
multiple short time series. These problems are common when applying GP models
independently to each gene in a gene expression time series data set. Such sets
typically contain very few time points. Naive application of common GP
modelling techniques can lead to severe over-fitting or under-fitting in a
significant fraction of the fitted models, depending on the details of the data
set. We propose avoiding over-fitting by constraining the GP length-scale to
values that focus most of the energy spectrum to frequencies below the Nyquist
frequency corresponding to the sampling frequency in the data set.
Under-fitting can be avoided by more informative priors on observation noise.
Combining these methods allows applying GP methods reliably automatically to
large numbers of independent instances of short time series. This is
illustrated with experiments with both synthetic data and real gene expression
data.","q-bio.QM,stat.ME,stat.ML"
"Semi-supervised Learning for Aggregated Multilayer Graphs Using Diffuse Interface Methods and Fast Matrix Vector Products. We generalize a graph-based multiclass semi-supervised classification
technique based on diffuse interface methods to multilayer graphs. Besides the
treatment of various applications with an inherent multilayer structure, we
present a very flexible approach that interprets high-dimensional data in a
low-dimensional multilayer graph representation. Highly efficient numerical
methods involving the spectral decomposition of the corresponding differential
graph operators as well as fast matrix-vector products based on the
nonequispaced fast Fourier transform (NFFT) enable the rapid treatment of large
and high-dimensional data sets. We perform various numerical tests putting a
special focus on image segmentation. In particular, we test the performance of
our method on data sets with up to 10 million nodes per layer as well as up to
104 dimensions resulting in graphs with up to 52 layers. While all presented
numerical experiments can be run on an average laptop computer, the linear
dependence per iteration step of the runtime on the network size in all stages
of our algorithm makes it scalable to even larger and higher-dimensional
problems.","05C50,62H30,65F15,65T50,68R10,68T05,cs.LG,cs.NA,math.NA,stat.ML"
"Using GPI-2 for Distributed Memory Paralleliziation of the Caffe Toolbox to Speed up Deep Neural Network Training. Deep Neural Network (DNN) are currently of great inter- est in research and
application. The training of these net- works is a compute intensive and time
consuming task. To reduce training times to a bearable amount at reasonable
cost we extend the popular Caffe toolbox for DNN with an efficient distributed
memory communication pattern. To achieve good scalability we emphasize the
overlap of computation and communication and prefer fine granu- lar
synchronization patterns over global barriers. To im- plement these
communication patterns we rely on the the Global address space Programming
Interface version 2 (GPI-2) communication library. This interface provides a
light-weight set of asynchronous one-sided communica- tion primitives
supplemented by non-blocking fine gran- ular data synchronization mechanisms.
Therefore, Caf- feGPI is the name of our parallel version of Caffe. First
benchmarks demonstrate better scaling behavior com- pared with other
extensions, e.g., the Intel TM Caffe. Even within a single symmetric
multiprocessing machine with four graphics processing units, the CaffeGPI
scales bet- ter than the standard Caffe toolbox. These first results
demonstrate that the use of standard High Performance Computing (HPC) hardware
is a valid cost saving ap- proach to train large DDNs. I/O is an other
bottleneck to work with DDNs in a standard parallel HPC setting, which we will
consider in more detail in a forthcoming paper.","cs.DC,cs.LG"
"Memory-based Deep Reinforcement Learning for POMDPs. A promising characteristic of Deep Reinforcement Learning (DRL) is its
capability to learn optimal policy in an end-to-end manner without relying on
feature engineering. However, most approaches assume a fully observable state
space, i.e. fully observable Markov Decision Processes (MDPs). In real-world
robotics, this assumption is unpractical, because of issues such as sensor
sensitivity limitations and sensor noise, and the lack of knowledge about
whether the observation design is complete or not. These scenarios lead to
Partially Observable MDPs (POMDPs). In this paper, we propose
Long-Short-Term-Memory-based Twin Delayed Deep Deterministic Policy Gradient
(LSTM-TD3) by introducing a memory component to TD3, and compare its
performance with other DRL algorithms in both MDPs and POMDPs. Our results
demonstrate the significant advantages of the memory component in addressing
POMDPs, including the ability to handle missing and noisy observation data.","cs.AI,cs.LG,cs.RO"
"The Geometry of Deep Generative Image Models and its Applications. Generative adversarial networks (GANs) have emerged as a powerful
unsupervised method to model the statistical patterns of real-world data sets,
such as natural images. These networks are trained to map random inputs in
their latent space to new samples representative of the learned data. However,
the structure of the latent space is hard to intuit due to its high
dimensionality and the non-linearity of the generator, which limits the
usefulness of the models. Understanding the latent space requires a way to
identify input codes for existing real-world images (inversion), and a way to
identify directions with known image transformations (interpretability). Here,
we use a geometric framework to address both issues simultaneously. We develop
an architecture-agnostic method to compute the Riemannian metric of the image
manifold created by GANs. The eigen-decomposition of the metric isolates axes
that account for different levels of image variability. An empirical analysis
of several pretrained GANs shows that image variation around each position is
concentrated along surprisingly few major axes (the space is highly
anisotropic) and the directions that create this large variation are similar at
different positions in the space (the space is homogeneous). We show that many
of the top eigenvectors correspond to interpretable transforms in the image
space, with a substantial part of eigenspace corresponding to minor transforms
which could be compressed out. This geometric understanding unifies key
previous results related to GAN interpretability. We show that the use of this
metric allows for more efficient optimization in the latent space (e.g. GAN
inversion) and facilitates unsupervised discovery of interpretable axes. Our
results illustrate that defining the geometry of the GAN image manifold can
serve as a general framework for understanding GANs.","I.2.10; I.3.3; I.3.5; G.1.4,cs.LG,cs.NA,cs.NE,math.NA"
